,Dominant_Topic,Perc_Contribution,Topic_Keywords,Title,ID,Teacher_id
1508,8,0.4639,"base, use, method, propose, system, result, paper, approach, feature, show",Influenza-A Circulation in Vietnam through Data Analysis of Hemagglutinin Entires.,1775,89
1509,8,0.2756,"base, use, method, propose, system, result, paper, approach, feature, show",MobiPDA: A Systematic Approach to Mobile-Application Development.,1776,89
1510,8,0.29,"base, use, method, propose, system, result, paper, approach, feature, show",A grid-based multistage algorithm for parameter simulation-optimization of complex system.,1777,89
1511,21,0.2341,"datum, rule, case, process, application, domain, build, knowledge, property, perform",Mining Hierarchical Negative Association Rules.,1779,89
1512,8,0.3525,"base, use, method, propose, system, result, paper, approach, feature, show",FPGA-based fuzzy sliding mode control for sensorless PMSM drive.,1780,89
1513,8,0.3031,"base, use, method, propose, system, result, paper, approach, feature, show",Double-layered schema integration of heterogeneous XML sources.,1781,89
1514,8,0.5106,"base, use, method, propose, system, result, paper, approach, feature, show",Improving Retake Detection by Adding Motion Feature.,1782,89
1515,8,0.3272,"base, use, method, propose, system, result, paper, approach, feature, show",Grid-based International Network for Flu Observation (g-INFO).,1785,89
1516,8,0.3127,"base, use, method, propose, system, result, paper, approach, feature, show",Schema Mediation for Heterogeneous XML Schema Sources.,1786,89
1517,8,0.3517,"base, use, method, propose, system, result, paper, approach, feature, show",Mediation-Based XML Query Answerability.,1787,89
1518,8,0.3499,"base, use, method, propose, system, result, paper, approach, feature, show",XMiner: Mining XML Mediated Schemas.,1788,89
1519,8,0.2631,"base, use, method, propose, system, result, paper, approach, feature, show",XML Schema Design Approach.,1789,89
1520,13,0.3221,"system, user, service, iot, resource, architecture, application, internet, item, represent",Integrating QoS management in a micro-kernel based UNIX operating system.,1791,89
1521,8,0.3116,"base, use, method, propose, system, result, paper, approach, feature, show",Experience with Chorus.,1793,89
1522,8,0.323,"base, use, method, propose, system, result, paper, approach, feature, show",An ensemble multi-objective particle swarm optimization approach for exchange rates forecasting problem.,1794,92
1523,8,0.4653,"base, use, method, propose, system, result, paper, approach, feature, show",A novel evolutionary multi-objective ensemble learning approach for forecasting currency exchange rates.,1795,92
1524,8,0.3459,"base, use, method, propose, system, result, paper, approach, feature, show",A multi-objective ensemble learning approach based on the non-dominated sorting differential evolution for forecasting currency exchange rates.,1796,92
1525,8,0.3491,"base, use, method, propose, system, result, paper, approach, feature, show",Transfer learning in Genetic Programming.,1797,92
1526,8,0.2389,"base, use, method, propose, system, result, paper, approach, feature, show",Saltwater Intrusion Forecast of the Pleistocene Aquifer Caused by Groundwater Exploiting in the Nam Dinh Coastal Zone.,1798,94
1527,8,0.3774,"base, use, method, propose, system, result, paper, approach, feature, show",On the accuracy of a smooth mathematical model for electric circuits with diode current converters.,1799,94
1528,8,0.2459,"base, use, method, propose, system, result, paper, approach, feature, show",Where Should We Stop? An Investigation on Early Stopping for GP Learning.,1801,94
1529,8,0.3547,"base, use, method, propose, system, result, paper, approach, feature, show",A study on Genetic Programming with layered learning and incremental sampling.,1802,94
1530,8,0.4695,"base, use, method, propose, system, result, paper, approach, feature, show",Improving the Generalisation Ability of Genetic Programming with Semantic Similarity based Crossover.,1803,94
1531,8,0.3361,"base, use, method, propose, system, result, paper, approach, feature, show",ORDERTREE: a new test problem for genetic programming.,1804,94
1532,8,0.4508,"base, use, method, propose, system, result, paper, approach, feature, show",On Integration Linguistic Factors to Fuzzy Similarity Measures and Intuitionistic Fuzzy Similarity Measures.,1805,97
1533,8,0.357,"base, use, method, propose, system, result, paper, approach, feature, show",Investigation of Micro-volume Viscosity with Janus Microbeads Based on Rotational Brownian Motion.,1806,97
1534,8,0.4715,"base, use, method, propose, system, result, paper, approach, feature, show",Linguistic Vector Similarity Measures and Applications to Linguistic Information Classification.,1807,97
1535,8,0.4406,"base, use, method, propose, system, result, paper, approach, feature, show",On the performance evaluation of intuitionistic vector similarity measures for medical diagnosis.,1808,97
1536,8,0.453,"base, use, method, propose, system, result, paper, approach, feature, show",Linguistic approach in medical diagnosis.,1809,97
1537,8,0.4556,"base, use, method, propose, system, result, paper, approach, feature, show",New Composition of Intuitionistic Fuzzy Relations.,1810,97
1538,8,0.4276,"base, use, method, propose, system, result, paper, approach, feature, show",Aligning Multi Sequences on GPUs.,1811,97
1539,8,0.4756,"base, use, method, propose, system, result, paper, approach, feature, show",Password recovery for encrypted ZIP archives using GPUs.,1812,97
1540,8,0.2938,"base, use, method, propose, system, result, paper, approach, feature, show","Analysis of CALIPSO satellite imagery for air pollution source identification in Hanoi, Vietnam.",1814,99
1541,8,0.4245,"base, use, method, propose, system, result, paper, approach, feature, show",Retinal Vessels Segmentation by Improving Salient Region Combined with Sobel Operator Condition.,1815,99
1542,8,0.4062,"base, use, method, propose, system, result, paper, approach, feature, show",A Comparison of SimpSVM and RVM for Sign Language Recognition.,1817,99
1543,8,0.4141,"base, use, method, propose, system, result, paper, approach, feature, show",Paddy rice mapping in red river delta region using landsat 8 images: Preliminary results.,1818,99
1544,8,0.4088,"base, use, method, propose, system, result, paper, approach, feature, show",Semantic based crossovers in Tree-Adjoining Grammar Guided Genetic Programming.,1819,99
1545,15,0.2998,"network, time, design, propose, high, control, low, dynamic, work, agent",Sender - Receiver cooperation and buffer observation for fine-grained adaptive transmission of video over mobile ad hoc networks.,1820,99
1546,8,0.4756,"base, use, method, propose, system, result, paper, approach, feature, show",Password recovery for encrypted ZIP archives using GPUs.,1821,99
1547,8,0.3925,"base, use, method, propose, system, result, paper, approach, feature, show",Some Preliminary Results on the Stableness of Extended F-rule Systems.,1823,99
1548,8,0.3032,"base, use, method, propose, system, result, paper, approach, feature, show",End-to-End Image Patch Quality Assessment for Image/Video With Compression Artifacts.,1824,101
1549,8,0.4318,"base, use, method, propose, system, result, paper, approach, feature, show","Studying on the Accuracy Improvement of GM (1, 1) Model.",1825,101
1550,8,0.2758,"base, use, method, propose, system, result, paper, approach, feature, show",Compression Artifacts Image Patch database for Perceptual Quality Assessment.,1826,101
1551,8,0.2991,"base, use, method, propose, system, result, paper, approach, feature, show",On the Detection of Video's Ethnic Vietnamese Thai Dance Movements.,1827,101
1552,8,0.3539,"base, use, method, propose, system, result, paper, approach, feature, show",Annotating Movement Phrases in Vietnamese Folk Dance Videos.,1828,101
1553,8,0.3795,"base, use, method, propose, system, result, paper, approach, feature, show",A New Histogram Modification Based Reversible Data Hiding Algorithm Considering the Human Visual System.,1829,101
1554,8,0.4395,"base, use, method, propose, system, result, paper, approach, feature, show",Motion Vector Refinement Algorithm for the High Definition Video Coding.,1830,101
1555,8,0.4676,"base, use, method, propose, system, result, paper, approach, feature, show",An Improved Method to CABAC in the H.264/AVC Video Compression Standard.,1831,101
1556,8,0.3782,"base, use, method, propose, system, result, paper, approach, feature, show",Person identification system for future digital tv with intelligence.,1832,101
1557,15,0.3082,"network, time, design, propose, high, control, low, dynamic, work, agent",Adaptive GOP Bit Allocation to Provide Seamless Video Streaming in Vertical Handoff.,1833,101
1558,8,0.2381,"base, use, method, propose, system, result, paper, approach, feature, show",Online Structured Learning for Semantic Parsing with Synchronous and lambda-Synchronous Context Free Grammars.,1834,102
1559,8,0.3516,"base, use, method, propose, system, result, paper, approach, feature, show",Matching and Ranking with Hidden Topics towards Online Contextual Advertising.,1835,102
1560,8,0.467,"base, use, method, propose, system, result, paper, approach, feature, show",A New Sentence Reduction Technique Based on a Decision Tree Model.,1837,102
1561,8,0.4354,"base, use, method, propose, system, result, paper, approach, feature, show",A Multilingual Dependency Analysis System Using Online Passive-Aggressive Learning.,1838,102
1562,8,0.3209,"base, use, method, propose, system, result, paper, approach, feature, show",Improving discriminative sequential learning by discovering important association of statistics.,1839,102
1563,8,0.2876,"base, use, method, propose, system, result, paper, approach, feature, show",A Maximum Entropy Model for Transforming Sentences to Logical Form.,1840,102
1564,8,0.3167,"base, use, method, propose, system, result, paper, approach, feature, show",Classification with Maximum Entropy Modeling of Predictive Association Rules.,1841,102
1565,8,0.2726,"base, use, method, propose, system, result, paper, approach, feature, show",Improving discriminative sequential learning with rare--but--important associations.,1842,102
1566,8,0.3532,"base, use, method, propose, system, result, paper, approach, feature, show",A Structured SVM Semantic Parser Augmented by Semantic Tagging with Conditional Random Field.,1843,102
1567,8,0.3631,"base, use, method, propose, system, result, paper, approach, feature, show",Modified Space Vector Modulation for Cascaded H-Bridge Multilevel Inverter with Open-Circuit Power Cells.,1845,104
1568,15,0.2954,"network, time, design, propose, high, control, low, dynamic, work, agent",Modeling and Specification of Real-Time Interfaces with UTP.,1846,104
1569,8,0.2666,"base, use, method, propose, system, result, paper, approach, feature, show",An Effective Solution to Regression Problem by RBF Neuron Network.,1847,105
1570,8,0.401,"base, use, method, propose, system, result, paper, approach, feature, show",GA_SVM: A Genetic Algorithm for Improving Gene Regulatory Activity Prediction.,1848,105
1571,14,0.315,"problem, algorithm, solution, search, solve, optimization, fault, cluster, tree, objective",An Efficient Two-Phase Ant Colony Optimization Algorithm for the Closest String Problem.,1849,105
1572,8,0.3093,"base, use, method, propose, system, result, paper, approach, feature, show",Efficient Algorithm for Training Interpolation RBF Networks With Equally Spaced Nodes.,1850,105
1573,8,0.3993,"base, use, method, propose, system, result, paper, approach, feature, show",ACOPHY: A Simple and General Ant Colony Optimization Approach for Phylogenetic Tree Reconstruction.,1851,105
1574,8,0.2821,"base, use, method, propose, system, result, paper, approach, feature, show",Multivariate interpolation using radial basis function networks.,1852,105
1575,15,0.3303,"network, time, design, propose, high, control, low, dynamic, work, agent",A novel efficient two-phase algorithm for training interpolation radial basis function networks.,1853,105
1576,8,0.3429,"base, use, method, propose, system, result, paper, approach, feature, show",Appliance classification on low-cost smart power outlets based on frequency feature of electric current.,1855,107
1577,8,0.2641,"base, use, method, propose, system, result, paper, approach, feature, show",Simulation of precision feeding systems for swine.,1856,107
1578,15,0.2396,"network, time, design, propose, high, control, low, dynamic, work, agent",D-AVTree: DHT-Based Search System to Support Scalable Multi-Attribute Queries.,1857,107
1579,8,0.2761,"base, use, method, propose, system, result, paper, approach, feature, show",Exploiting Social Networks as a Live Mass Media Channel During Disasters for Reactions.,1858,109
1580,8,0.303,"base, use, method, propose, system, result, paper, approach, feature, show",Solving Reduction Problems in Cover Lattice Based Decision Tables.,1859,109
1581,8,0.3116,"base, use, method, propose, system, result, paper, approach, feature, show",Exploiting CBOW and LSTM Models to Generate Trace Representation for Process Mining.,1860,109
1582,8,0.459,"base, use, method, propose, system, result, paper, approach, feature, show",A Lifelong Sentiment Classification Framework Based on a Close Domain Lifelong Topic Modeling Method.,1861,109
1583,8,0.279,"base, use, method, propose, system, result, paper, approach, feature, show",A Targeted Topic Model based Multi-Label Deep Learning Classification Framework for Aspect-based Opinion Mining.,1862,109
1584,8,0.3372,"base, use, method, propose, system, result, paper, approach, feature, show",Improving Named Entity Recognition in Vietnamese Texts by a Character-Level Deep Lifelong Learning Model.,1863,109
1585,8,0.4375,"base, use, method, propose, system, result, paper, approach, feature, show",An Adversarial Learning and Canonical Correlation Analysis Based Cross-Modal Retrieval Model.,1864,109
1586,8,0.358,"base, use, method, propose, system, result, paper, approach, feature, show",A Probability-Based Close Domain Metric in Lifelong Learning for Multi-label Classification.,1865,109
1587,8,0.3044,"base, use, method, propose, system, result, paper, approach, feature, show",A Compact Trace Representation Using Deep Neural Networks for Process Mining.,1866,109
1588,8,0.415,"base, use, method, propose, system, result, paper, approach, feature, show",Speeding up and enhancing a large-scale fingerprint identification system on GPU.,1867,109
1589,8,0.3771,"base, use, method, propose, system, result, paper, approach, feature, show",A New Lifelong Topic Modeling Method and Its Application to Vietnamese Text Multi-label Classification.,1868,109
1590,8,0.3366,"base, use, method, propose, system, result, paper, approach, feature, show",A New Text Semi-supervised Multi-label Learning Model Based on Using the Label-Feature Relations.,1869,109
1591,8,0.3529,"base, use, method, propose, system, result, paper, approach, feature, show",A New Trace Clustering Algorithm Based on Context in Process Mining.,1870,109
1592,8,0.3217,"base, use, method, propose, system, result, paper, approach, feature, show",A semi-supervised multi-label classification framework with feature reduction and enrichment.,1871,109
1593,8,0.2914,"base, use, method, propose, system, result, paper, approach, feature, show",MASS: A Semi-supervised Multi-label Classification Algorithm with Specific Features.,1872,109
1594,8,0.464,"base, use, method, propose, system, result, paper, approach, feature, show",Automatic Detection of Singular Points in Fingerprint Images Using Convolution Neural Networks.,1873,109
1595,8,0.3149,"base, use, method, propose, system, result, paper, approach, feature, show",Exploiting Distance Graph and Hidden Topic Models for Multi-label Text Classification.,1874,109
1596,8,0.3594,"base, use, method, propose, system, result, paper, approach, feature, show",Exploiting GPU for Large Scale Fingerprint Identification.,1875,109
1597,8,0.3015,"base, use, method, propose, system, result, paper, approach, feature, show",A Trace Clustering Solution Based on Using the Distance Graph Model.,1876,109
1598,8,0.4004,"base, use, method, propose, system, result, paper, approach, feature, show",DESRM: a disease extraction system for real-time monitoring.,1877,109
1599,8,0.4884,"base, use, method, propose, system, result, paper, approach, feature, show",Recognizing Textual Entailment in Vietnamese Text: An Experimental Study.,1878,109
1600,8,0.2244,"base, use, method, propose, system, result, paper, approach, feature, show",TSum4act: A Framework for Retrieving and Summarizing Actionable Tweets During a Disaster for Reaction.,1879,109
1601,8,0.2407,"base, use, method, propose, system, result, paper, approach, feature, show",Novel Operations for FP-Tree Data Structure and Their Applications.,1880,109
1602,8,0.4312,"base, use, method, propose, system, result, paper, approach, feature, show",Measuring the Influence of Bloggers in Their Community Based on the H-index Family.,1881,109
1603,8,0.2688,"base, use, method, propose, system, result, paper, approach, feature, show",A Compact FP-Tree for Fast Frequent Pattern Retrieval.,1882,109
1604,8,0.3331,"base, use, method, propose, system, result, paper, approach, feature, show",Applying hidden topics in ranking social update streams on Twitter.,1883,109
1605,8,0.5014,"base, use, method, propose, system, result, paper, approach, feature, show",Co-reference Resolution in Vietnamese Documents Based on Support Vector Machines.,1884,109
1606,8,0.3192,"base, use, method, propose, system, result, paper, approach, feature, show",Acquisition of Named-Entity-Related Relations for Searching.,1885,109
1607,8,0.303,"base, use, method, propose, system, result, paper, approach, feature, show",Solving Reduction Problems in Cover Lattice Based Decision Tables.,1886,110
1608,8,0.2836,"base, use, method, propose, system, result, paper, approach, feature, show",N-Tier Machine Learning-Based Architecture for DDoS Attack Detection.,1887,110
1609,8,0.2539,"base, use, method, propose, system, result, paper, approach, feature, show",Detection of Distributed Denial of Service Attacks Using Automatic Feature Selection with Enhancement for Imbalance Dataset.,1888,110
1610,8,0.4405,"base, use, method, propose, system, result, paper, approach, feature, show",UETrice at MEDIQA 2021: A Prosper-thy-neighbour Extractive Multi-document Summarization Model.,1889,110
1611,8,0.3196,"base, use, method, propose, system, result, paper, approach, feature, show",Models Distillation with Lifelong Deep Learning for Vietnamese Biomedical Named Entity Recognition.,1890,110
1612,8,0.2877,"base, use, method, propose, system, result, paper, approach, feature, show",Vietnamese Fake News Detection Based on Hybrid Transfer Learning Model and TF-IDF.,1891,110
1613,8,0.3216,"base, use, method, propose, system, result, paper, approach, feature, show",Bisimulation and bisimilarity for fuzzy description logics under the Gödel semantics.,1892,110
1614,8,0.3116,"base, use, method, propose, system, result, paper, approach, feature, show",Exploiting CBOW and LSTM Models to Generate Trace Representation for Process Mining.,1893,110
1615,8,0.459,"base, use, method, propose, system, result, paper, approach, feature, show",A Lifelong Sentiment Classification Framework Based on a Close Domain Lifelong Topic Modeling Method.,1894,110
1616,8,0.279,"base, use, method, propose, system, result, paper, approach, feature, show",A Targeted Topic Model based Multi-Label Deep Learning Classification Framework for Aspect-based Opinion Mining.,1895,110
1617,8,0.3372,"base, use, method, propose, system, result, paper, approach, feature, show",Improving Named Entity Recognition in Vietnamese Texts by a Character-Level Deep Lifelong Learning Model.,1896,110
1618,8,0.4074,"base, use, method, propose, system, result, paper, approach, feature, show",Improving Semantic Relation Extraction System with Compositional Dependency Unit on Enriched Shortest Dependency Path.,1897,110
1619,8,0.4375,"base, use, method, propose, system, result, paper, approach, feature, show",An Adversarial Learning and Canonical Correlation Analysis Based Cross-Modal Retrieval Model.,1898,110
1620,8,0.358,"base, use, method, propose, system, result, paper, approach, feature, show",A Probability-Based Close Domain Metric in Lifelong Learning for Multi-label Classification.,1899,110
1621,8,0.3242,"base, use, method, propose, system, result, paper, approach, feature, show",QASA: Advanced Document Retriever for Open-Domain Question Answering by Learning to Rank Question-Aware Self-Attentive Document Representations.,1900,110
1622,8,0.2917,"base, use, method, propose, system, result, paper, approach, feature, show",Ontology-Based Semantic Search for National Database of Natural Resources and Environment.,1901,110
1623,8,0.3044,"base, use, method, propose, system, result, paper, approach, feature, show",A Compact Trace Representation Using Deep Neural Networks for Process Mining.,1902,110
1624,8,0.3266,"base, use, method, propose, system, result, paper, approach, feature, show",On the possibility of correct concept learning in description logics.,1903,110
1625,8,0.3083,"base, use, method, propose, system, result, paper, approach, feature, show",A Positive-Unlabeled Learning Model for Extending a Vietnamese Petroleum Dictionary Based on Vietnamese Wikipedia Data.,1904,110
1626,8,0.3771,"base, use, method, propose, system, result, paper, approach, feature, show",A New Lifelong Topic Modeling Method and Its Application to Vietnamese Text Multi-label Classification.,1905,110
1627,8,0.3593,"base, use, method, propose, system, result, paper, approach, feature, show",A Learning Method based on Bisimulation in Inconsistent Knowledge Systems.,1906,110
1628,8,0.3367,"base, use, method, propose, system, result, paper, approach, feature, show",A New Text Semi-supervised Multi-label Learning Model Based on Using the Label-Feature Relations.,1907,110
1629,8,0.3034,"base, use, method, propose, system, result, paper, approach, feature, show",Fuzzy Bisimulations in Fuzzy Description Logics Under the Gödel Semantics.,1908,110
1630,8,0.3529,"base, use, method, propose, system, result, paper, approach, feature, show",A New Trace Clustering Algorithm Based on Context in Process Mining.,1909,110
1631,8,0.3217,"base, use, method, propose, system, result, paper, approach, feature, show",A semi-supervised multi-label classification framework with feature reduction and enrichment.,1912,110
1632,8,0.3603,"base, use, method, propose, system, result, paper, approach, feature, show",Bisimilarity for paraconsistent description logics.,1913,110
1633,8,0.2914,"base, use, method, propose, system, result, paper, approach, feature, show",MASS: A Semi-supervised Multi-label Classification Algorithm with Specific Features.,1914,110
1634,8,0.3149,"base, use, method, propose, system, result, paper, approach, feature, show",Exploiting Distance Graph and Hidden Topic Models for Multi-label Text Classification.,1915,110
1635,8,0.4183,"base, use, method, propose, system, result, paper, approach, feature, show",Improving chemical-induced disease relation extraction with learned features based on convolutional neural network.,1916,110
1636,8,0.4501,"base, use, method, propose, system, result, paper, approach, feature, show",Sieve-based coreference resolution enhances semi-supervised learning model for chemical-induced disease relation extraction.,1917,110
1637,8,0.4166,"base, use, method, propose, system, result, paper, approach, feature, show",Argumentation Framework for Merging Stratified Belief Bases.,1918,110
1638,8,0.4436,"base, use, method, propose, system, result, paper, approach, feature, show",An Experimental Study on Cholera Modeling in Hanoi.,1919,110
1639,8,0.4884,"base, use, method, propose, system, result, paper, approach, feature, show",Recognizing Textual Entailment in Vietnamese Text: An Experimental Study.,1920,110
1640,8,0.2406,"base, use, method, propose, system, result, paper, approach, feature, show",Novel Operations for FP-Tree Data Structure and Their Applications.,1921,110
1641,8,0.5636,"base, use, method, propose, system, result, paper, approach, feature, show",Improving Text-Based Image Search with Textual and Visual Features Combination.,1922,110
1642,8,0.4223,"base, use, method, propose, system, result, paper, approach, feature, show",Hidden Topic Models for Multi-label Review Classification: An Experimental Study.,1923,110
1643,8,0.3331,"base, use, method, propose, system, result, paper, approach, feature, show",Applying hidden topics in ranking social update streams on Twitter.,1924,110
1644,8,0.4125,"base, use, method, propose, system, result, paper, approach, feature, show",Named Entity Recognition for Vietnamese Documents Using Semi-supervised Learning Method of CRFs with Generalized Expectation Criteria.,1925,110
1645,8,0.3146,"base, use, method, propose, system, result, paper, approach, feature, show",On C-Learnability in Description Logics.,1926,110
1646,8,0.4447,"base, use, method, propose, system, result, paper, approach, feature, show",Refining the Judgment Threshold to Improve Recognizing Textual Entailment Using Similarity.,1927,110
1647,8,0.381,"base, use, method, propose, system, result, paper, approach, feature, show",A Solution for Grouping Vietnamese Synonym Feature Words in Product Reviews.,1928,110
1648,8,0.5014,"base, use, method, propose, system, result, paper, approach, feature, show",Co-reference Resolution in Vietnamese Documents Based on Support Vector Machines.,1929,110
1649,8,0.3701,"base, use, method, propose, system, result, paper, approach, feature, show",An Integrated Approach Using Conditional Random Fields for Named Entity Recognition and Person Property Extraction in Vietnamese Text.,1930,110
1650,8,0.3527,"base, use, method, propose, system, result, paper, approach, feature, show",XPath-Wrapper Induction for Data Extraction.,1931,110
1651,8,0.4625,"base, use, method, propose, system, result, paper, approach, feature, show",A pageranking based method for identifying characteristic genes of a disease.,1932,110
1652,8,0.3356,"base, use, method, propose, system, result, paper, approach, feature, show",Using Cross-layer Heuristic and Network Coding to Improve Throughput in Multicast Wireless Mesh Networks.,1933,110
1653,8,0.3701,"base, use, method, propose, system, result, paper, approach, feature, show",A General Fuzzy-Based Framework for Text Representation and Its Application to Text Categorization.,1935,110
1654,8,0.3102,"base, use, method, propose, system, result, paper, approach, feature, show",fastTIGER: A rapid method for estimating evolutionary rates of sites from large datasets.,1937,111
1655,8,0.3917,"base, use, method, propose, system, result, paper, approach, feature, show",iK-means: an improvement of the iterative k-means partitioning algorithm.,1938,111
1656,8,0.3188,"base, use, method, propose, system, result, paper, approach, feature, show",pQMaker: empirically estimating amino acid substitution models in a parallel environment.,1939,111
1657,8,0.3866,"base, use, method, propose, system, result, paper, approach, feature, show",A protein alignment partitioning method for protein phylogenetic inference.,1940,111
1658,8,0.3823,"base, use, method, propose, system, result, paper, approach, feature, show",Building a Specific Amino Acid Substitution Model for Dengue Viruses.,1941,111
1659,8,0.2891,"base, use, method, propose, system, result, paper, approach, feature, show",Building Ancestral Recombination Graphs for Whole Genomes.,1942,111
1660,8,0.6231,"base, use, method, propose, system, result, paper, approach, feature, show",Genomedics: Whole exome analysis system for clinical studies.,1943,111
1661,8,0.4202,"base, use, method, propose, system, result, paper, approach, feature, show",A new phylogenetic tree sampling method for maximum parsimony bootstrapping and proof-of-concept implementation.,1944,111
1662,8,0.2679,"base, use, method, propose, system, result, paper, approach, feature, show",Preface KSE 2016.,1945,111
1663,8,0.53,"base, use, method, propose, system, result, paper, approach, feature, show",Building Population-Specific Reference Genomes: A Case Study of Vietnamese Reference Genome.,1947,111
1664,8,0.3907,"base, use, method, propose, system, result, paper, approach, feature, show",MVRM: A Hybrid Approach to Predict siRNA Efficacy.,1948,111
1665,8,0.4681,"base, use, method, propose, system, result, paper, approach, feature, show",Detecting Bad SNPs from Illumina BeadChips Using Jeffreys Distance.,1949,111
1666,8,0.4664,"base, use, method, propose, system, result, paper, approach, feature, show",A Maximum Likelihood Method for Detecting Bad Samples from Illumina BeadChips Data.,1950,111
1667,8,0.4321,"base, use, method, propose, system, result, paper, approach, feature, show",A Fast and Efficient Method for Estimating Amino Acid Substitution Models.,1951,111
1668,8,0.3569,"base, use, method, propose, system, result, paper, approach, feature, show",Protein Type Specific Amino Acid Substitution Models for Influenza Viruses.,1952,111
1669,8,0.4697,"base, use, method, propose, system, result, paper, approach, feature, show",Association-Based Dissimilarity Measures for Categorical Data: Limitation and Improvement.,1953,111
1670,8,0.3188,"base, use, method, propose, system, result, paper, approach, feature, show",pQMaker: empirically estimating amino acid substitution models in a parallel environment.,1954,112
1671,8,0.3823,"base, use, method, propose, system, result, paper, approach, feature, show",Building a Specific Amino Acid Substitution Model for Dengue Viruses.,1955,112
1672,8,0.2927,"base, use, method, propose, system, result, paper, approach, feature, show","FastMG: a simple, fast, and accurate maximum likelihood procedure to estimate amino acid replacement rate matrices from large data sets.",1956,112
1673,8,0.2683,"base, use, method, propose, system, result, paper, approach, feature, show",ReplacementMatrix: a web server for maximum-likelihood estimation of amino acid replacement rate matrices.,1957,112
1674,8,0.4321,"base, use, method, propose, system, result, paper, approach, feature, show",A Fast and Efficient Method for Estimating Amino Acid Substitution Models.,1958,112
1675,8,0.3569,"base, use, method, propose, system, result, paper, approach, feature, show",Protein Type Specific Amino Acid Substitution Models for Influenza Viruses.,1959,112
1676,8,0.3438,"base, use, method, propose, system, result, paper, approach, feature, show",Improving Graph Convolutional Networks with Transformer Layer in social-based items recommendation.,1960,113
1677,8,0.3626,"base, use, method, propose, system, result, paper, approach, feature, show",Exploring Efficiency of GAN-based Generated URLs for Phishing URL Detection.,1961,113
1678,8,0.2837,"base, use, method, propose, system, result, paper, approach, feature, show",Reducing Blocking Artifacts in CNN-Based Image Steganography by Additional Loss Functions.,1962,113
1679,8,0.3401,"base, use, method, propose, system, result, paper, approach, feature, show",Particulate Matter Concentration Estimation from Satellite Aerosol and Meteorological Parameters: Data-Driven Approaches.,1963,113
1680,8,0.3946,"base, use, method, propose, system, result, paper, approach, feature, show",Collaborative Smartphone-Based User Positioning in a Multiple-User Context Using Wireless Technologies.,1964,113
1681,0,0.2349,"learn, dataset, machine, classification, learning, task, framework, similarity, class, label",Sharing Experience in Multitask Reinforcement Learning.,1965,113
1682,8,0.4702,"base, use, method, propose, system, result, paper, approach, feature, show",The Smartphone-Based Offline Indoor Location Competition at IPIN 2016: Analysis and Future Work.,1967,113
1683,8,0.3577,"base, use, method, propose, system, result, paper, approach, feature, show",Smartphone-based user location tracking in indoor environment.,1968,113
1684,8,0.3922,"base, use, method, propose, system, result, paper, approach, feature, show",The Grenoble System for the Social Touch Challenge at ICMI 2015.,1969,113
1685,8,0.2758,"base, use, method, propose, system, result, paper, approach, feature, show",Compression Artifacts Image Patch database for Perceptual Quality Assessment.,1970,114
1686,8,0.3466,"base, use, method, propose, system, result, paper, approach, feature, show",Classifying Non-elementary Movements in Vietnamese Mõ Dances.,1971,114
1687,8,0.3355,"base, use, method, propose, system, result, paper, approach, feature, show",An Ontology Web Application-based Annotation Tool for Intangible Culture Heritage Dance Videos.,1972,114
1688,8,0.2991,"base, use, method, propose, system, result, paper, approach, feature, show",On the Detection of Video's Ethnic Vietnamese Thai Dance Movements.,1973,114
1689,8,0.2187,"base, use, method, propose, system, result, paper, approach, feature, show",A Polynomial Algorithm for Merging Lightweight Ontologies in Possibility Theory Under Incommensurability Assumption.,1974,114
1690,8,0.2846,"base, use, method, propose, system, result, paper, approach, feature, show",Single view image based - 3D human pose reconstruction.,1975,114
1691,8,0.3514,"base, use, method, propose, system, result, paper, approach, feature, show",Emotional Facial Expression Analysis in the Time Domain.,1976,114
1692,8,0.48,"base, use, method, propose, system, result, paper, approach, feature, show",Shift Error Analysis in Image Based 3D Skull Feature Reconstruction.,1977,114
1693,8,0.2901,"base, use, method, propose, system, result, paper, approach, feature, show",Facial Soft Tissue Thicknesses Prediction Using Anthropometric Distances.,1978,114
1694,8,0.3735,"base, use, method, propose, system, result, paper, approach, feature, show",3D Facial Reconstruction System from Skull for Vietnamese.,1979,114
1695,8,0.3976,"base, use, method, propose, system, result, paper, approach, feature, show",UFBoot2: improving the ultrafast bootstrap approximation,1980,118
1696,8,0.343,"base, use, method, propose, system, result, paper, approach, feature, show",MPBoot: fast phylogenetic maximum parsimony tree inference and bootstrap approximation,1981,118
1697,8,0.2819,"base, use, method, propose, system, result, paper, approach, feature, show",Scholarometer: A social framework for analyzing impact across disciplines,1982,118
1698,8,0.3092,"base, use, method, propose, system, result, paper, approach, feature, show",Crowdsourcing scholarly data,1983,118
1699,8,0.4259,"base, use, method, propose, system, result, paper, approach, feature, show",A new phylogenetic tree sampling method for maximum parsimony bootstrapping and proof-of-concept implementation,1984,118
1700,8,0.2599,"base, use, method, propose, system, result, paper, approach, feature, show",Exploring the Kinh Vietnamese genomic database for the polymorphisms of the P450 genes toward precision public health,1985,118
1701,8,0.2802,"base, use, method, propose, system, result, paper, approach, feature, show",A distributed algorithm for the parsimony bootstrap approximation,1986,118
