,id,title,abstract,teacher_id,Cluster_ID,Keyword
1347,1581,Aerosol optical thickness retrieval from satellite observation using support vector regression,"Processing of data recorded by the MODIS sensors on board the Terra and Aqua satellites has provided AOT maps that in some cases show low correlations with ground-based data recorded by the AERONET. Application of SVR techniques to MODIS data is a promising, though yet poorly explored, method of enhancing the correlations between satellite data and ground measurements. The article explains how satellite data recorded over three years on central Europe are correlated in space and time with ground based data and then shows results of the application of the SVR technique which somewhat improves previously computed correlations. Hints about future work in testing different SVR variants and methodologies are inferred from the analysis of the results thus far obtained.",108,3,based using model data vietnamese search optimization mobile algorithm problem system recognition routing approach path 
1348,1582,Paddy rice mapping in red river delta region using landsat 8 images: Preliminary results,"Paddy rice, an important crop in Vietnam, need to be monitored and managed for food security, water resource management and Greenhouse gas (GHG) emission. In this study, we present preliminary results of rice mapping in Red River Delta (RRD) region, one of two largest rice planting area in Vietnam. We employ all available Landsat 8 acquired over RRD, regardless of cloud coverage, to establish yearly rice maps from 2013 to 2016. A time-series classification scheme is proposed which includes two main stages. At first, all Landsat 8 images in classification year are used to create monthly composite images. Then, time-series features are extracted to feed an eXtreme Gradient Boosting (XGBoost) classifier which is able to work with sparse features. Validation against test data show promising results with overall accuracy of 89.42-91.53%, kappa of 0.76-0.79 and F1 score of 0.90-0.92. Map validation against …",108,12,based using model search data vietnamese optimization recognition approach mobile problem path routing learning system 
1349,1583,"Air pollution monitoring network using low-cost sensors, a case study in Hanoi, Vietnam","Air pollution is a serious problem in Vietnam, especially in urban areas with high pressures of population, traffic, construction, and industrial development. Besides high accurate measurements from automatic and continuous monitoring ground stations and high-cost sensor devices, low-cost sensors have recently utilized to extent air pollution monitoring networks although their data quality is still argumentative. In this paper, we present a low-cost device, named FAirKit, which measured 6 basic air pollutants including PM2.5, PM10, CO, O3, NO2, and SO2, and temperature and relative humidity. The sensors are calibrated with standard devices to improve their data quality. FAirKits are installed and transferred data in real-time to servers where an information system based on Sensor Web Enablement (SWE) standard of Open Geospatial Consortium (OGC) has been developed to store, process, and visualize real …",108,13,based using model data vietnamese search optimization algorithm problem recognition routing system mobile approach learning 
1350,1584,Spatial Interpolation and Assimilation Methods for Satellite and Ground Meteorological Data in Vietnam.,"This paper presents the applications of spatial interpolation and assimilation methods for satellite and ground meteorological data, including temperature, relative humidity, and precipitation in regions of Vietnam. In this work, Universal Kriging is used for spatially interpolating ground data and its interpolated results are assimilated with corresponding satellite data to anticipate better gridded data. The input meteorological data was collected from 98 ground weather stations located all over Vietnam; whereas, the satellite data consists of the MODIS Atmospheric Profiles product (MOD07), the ASTER Global Digital Elevation Map (ASTER DEM), and the Tropical Rainfall Measuring Mission (TRMM) in six years. The outputs are gridded fields of temperature, relative humidity, and precipitation. The empirical results were evaluated by using the Root mean square error (RMSE) and the mean percent error (MPE), which illustrate that Universal Kriging interpolation obtains higher accuracy than other forms of Kriging; whereas, the assimilation for precipitation gradually reduces RMSE and significantly MPE. It also reveals that the accuracy of temperature and humidity when employing assimilation that is not significantly improved because of low MODIS retrieval due to cloud contamination.",108,3,based using model data vietnamese search optimization mobile algorithm problem system recognition routing approach path 
1351,1585,Validation of Support Vector Regression in deriving aerosol optical thickness maps at 1 km2spatial resolution from satellite observations,"As a result of great improvements in satellite technologies, satellite-based observations have provided possibilities to monitor air pollution at the global scale with moderate quality in comparison with ground truth measurement. In tradition, the inversion process that derives atmospheric parameters from satellite-based data is replied on simulated physics models of matter interactions. Recently, the usage of machine learning techniques in this field has been investigated and presented competitive results to the physical approach. In this paper, we present validation of Support Vector Regression (SVR) technique in estimating Aerosol Optical Thickness (AOT), one of the most important atmospheric variables, from satellite observations at 1×1 km 2  of spatial resolution. Validation by different European countries is carried out on a large amount of datasets collected in three years, which aims at investigating prediction …",108,12,based using model search data vietnamese optimization recognition approach mobile problem path routing learning system 
1352,1586,A hidden topic-based framework toward building applications with short web documents,"This paper introduces a hidden topic-based framework for processing short and sparse documents (e.g., search result snippets, product descriptions, book/movie summaries, and advertising messages) on the Web. The framework focuses on solving two main challenges posed by these kinds of documents: 1) data sparseness and 2) synonyms/homonyms. The former leads to the lack of shared words and contexts among documents while the latter are big linguistic obstacles in natural language processing (NLP) and information retrieval (IR). The underlying idea of the framework is that common hidden topics discovered from large external data sets (universal data sets), when included, can make short documents less sparse and more topic-oriented. Furthermore, hidden topics from universal data sets help handle unseen data better. The proposed framework can also be applied for different natural languages and …",110,4,based using model vietnamese data search algorithm optimization mobile recognition problem routing system learning approach 
1353,1587,An experiment in integrating sentiment features for tech stock prediction in twitter,"Economic analysis indicates a relationship between consumer sentiment and stock price movements. In this study we harness features from Twitter messages to capture public mood related to four Tech companies for predicting the daily up and down price movements of these companies’ NASDAQ stocks. We propose a novel model combining features namely positive and negative sentiment, consumer confidence in the product with respect to ‘bullish’or ‘bearish’lexicon and three previous stock market movement days. The features are employed in a Decision Tree classifier using cross-fold validation to yield accuracies of 82.93%, 80.49%, 75.61% and 75.00% in predicting the daily up and down changes of Apple (AAPL), Google (GOOG), Microsoft (MSFT) and Amazon (AMZN) stocks respectively in a 41 market day sample.",110,5,based using model vietnamese data search optimization mobile system recognition routing learning algorithm approach problem 
1354,1588,Vietnamese word segmentation with CRFs and SVMs: An investigation,"Word segmentation for Vietnamese, like for most Asian languages, is an important task which has a significant impact on higher language processing levels. However, it has received little attention of the community due to the lack of a common annotated corpus for evaluation and comparison. Also, most previous studies focused on unsupervised-statistical approaches or combined too many techniques. Consequently, their accuracies are not as high as expected. This paper reports a careful investigation of using conditional random fields (CRFs) and support vector machines (SVMs)-two of the most successful statistical learning methods in NLP and pattern recognition-for solving the task. We first build a moderate annotated corpus using different sources of materials. For a careful evaluation, different CRF and SVM models using different feature settings were trained and their results are compared and contrasted with each other. In addition, we discuss several important points about the accuracy, computational cost, corpus size and other aspects that might influence the overall quality of Vietnamese word segmentation.",110,10,based using model vietnamese data search optimization algorithm system mobile problem routing recognition learning approach 
1355,1589,Web search clustering and labeling with hidden topics,Web search clustering is a solution to reorganize search results (also called “snippets”) in a more convenient way for browsing. There are three key requirements for such post-retrieval clustering systems: (1) the clustering algorithm should group similar documents together; (2) clusters should be labeled with descriptive phrases; and (3) the clustering system should provide high-quality clustering without downloading the whole Web page.,110,11,based using model data vietnamese search optimization problem mobile routing recognition system algorithm approach multiple 
1356,1590,Named entity recognition in Vietnamese free-text and web documents using conditional random fields,"Named entity recognition (NER) is the process of identifying different entity types (eg person, location, organization, or date/time), mentioned in natural language documents. It is an important task in information extraction and is a necessary precursor to higher processing and understanding natural language such as text mining, text summarization, question-answering, and machine translation. Further, the automated recognition of named entities is essential for the increasing need of searching, extracting, and tracking relevant information on the web environment, and especially for building the emerging semantic web technology.",110,4,based using model vietnamese data search algorithm optimization mobile recognition problem routing system learning approach 
1357,1591,Bisimulation-based concept learning in description logics,"Concept learning in description logics (DLs) is similar to binary classification in traditional machine learning. The difference is that in DLs objects are described not only by attributes but also by binary relationships between objects. In this paper, we develop the first bisimulation-based method of concept learning in DLs for the following setting: given a knowledge base KB in a DL, a set of objects standing for positive examples and a set of objects standing for negative examples, learn a concept C in that DL such that the positive examples are instances of C wrt KB, while the negative examples are not instances of C wrt KB. We also prove soundness of our method and investigate its C-learnability.",110,10,based using model vietnamese data search optimization algorithm system mobile problem routing recognition learning approach 
1358,1592,An experimental study on Vietnamese POS tagging,"In Natural Language Processing (NLP), Part-of-speech tagging is one of the important tasks. It, however, has not drawn much attention of Vietnamese researchers all over the world. In this paper, we present an experimental study on Vietnamese POS tagging. Motivated from Chinese research and Vietnamese characteristics, we present a new kind of features based on the idea of word composition. We call it morpheme based features. To verify the effectiveness of these features, we use three powerful machine learning techniques - MEM, CRF and SVM. In addition, we also built a Vietnamese POS-tagged corpus with approximately 8000 sentences of different genres to conduct experiments. Experimental results showed that morpheme-based features always give higher precision in comparison with previous approaches - usually word-based features. We achieved the precision of 91.64% by using these morpheme …",110,10,based using model vietnamese data search optimization algorithm system mobile problem routing recognition learning approach 
1359,1593,An upgrading feature-based opinion mining model on Vietnamese product reviews,"Feature-based opinion mining and summarizing (FOMS) of reviews is an interesting issue in the opinion mining field. SentiWordNet is an useful lexical resource for opinion mining, especially for FOMS. In this paper, an upgrading FOMS model on Vietnamese reviews on mobile phone products is described. Feature words and opinion words were extracted based on some Vietnamese syntactic rules. Extracted feature words were grouped by using HAC clustering and semi-supervised SVM-kNN classification. Customers’ opinion orientation and summarization on features was determined by using a VietSentiWordNet, which had been extended from an initial VietSentiWordNet. Experiments on feature extraction and opinion summarization on features are showed.",110,4,based using model vietnamese data search algorithm optimization mobile recognition problem routing system learning approach 
1360,1594,A feature-based opinion mining model on product reviews in Vietnamese,"Feature-based opinion mining and summarizing (FOMS) of reviews is an interesting issue in opinion mining field. In this paper, we propose an opinion mining model on Vietnamese reviews on mobile phone products. Explicit/Implicit feature-words and opinion-words were extracted by using Vietnamese syntax rules as same as synonym feature words were grouped into a feature, which belongs to the feature dictionary. Customers’ opinion orientations and summarization on features were determined by using VietSentiWordNet and suitable formulas.",110,4,based using model vietnamese data search algorithm optimization mobile recognition problem routing system learning approach 
1361,1595,Improving vietnamese word segmentation and pos tagging using mem with various kinds of resources,"Word segmentation and POS tagging are two important problems included in many NLP tasks. They, however, have not drawn much attention of Vietnamese researchers all over the world. In this paper, we focus on the integration of advantages from several resourses to improve the accuracy of Vietnamese word segmentation as well as POS tagging task. For word segmentation, we propose a solution in which we try to utilize multiple knowledge resources including dictionary-based model, N-gram model, and named entity recognition model and then integrate them into a Maximum Entropy model. The result of experiments on a public corpus has shown its effectiveness in comparison with the best current models. We got 95.30% F1 measure. For POS tagging, motivated from Chinese research and Vietnamese characteristics, we present a new kind of features based on the idea of word composition. We call it morpheme-based features. Our experiments based on two POS-tagged corpora showed that morpheme-based features always give promising results. In the best case, we got 89.64% precision on a Vietnamese POS-tagged corpus when using Maximum Entropy model.",110,13,based using model data vietnamese search optimization algorithm problem recognition routing system mobile approach learning 
1362,1596,Learning to recognize phenotype candidates in the auto-immune literature using SVM re-ranking,"The identification of phenotype descriptions in the scientific literature, case reports and patient records is a rewarding task for bio-medical text mining. Any progress will support knowledge discovery and linkage to other resources. However because of their wide variation a number of challenges still remain in terms of their identification and semantic normalisation before they can be fully exploited for research purposes. This paper presents novel techniques for identifying potential complex phenotype mentions by exploiting a hybrid model based on machine learning, rules and dictionary matching. A systematic study is made of how to combine sequence labels from these modules as well as the merits of various ontological resources. We evaluated our approach on a subset of Medline abstracts cited by the Online Mendelian Inheritance of Man database related to auto-immune diseases. Using partial matching the best micro-averaged F-score for phenotypes and five other entity classes was 79.9%. A best performance of 75.3% was achieved for phenotype candidates using all semantics resources. We observed the advantage of using SVM-based learn-to-rank for sequence label combination over maximum entropy and a priority list approach. The results indicate that the identification of simple entity types such as chemicals and genes are robustly supported by single semantic resources, whereas phenotypes require combinations. Altogether we conclude that our approach coped well with the compositional structure of phenotypes in the auto-immune domain.",110,5,based using model vietnamese data search optimization mobile system recognition routing learning algorithm approach problem 
1363,1597,A bisimulation-based method of concept learning for knowledge bases in description logics,"We develop the first bisimulation-based method of concept learning, called BBCL, for knowledge bases in description logics (DLs). Our method is formulated for a large class of useful DLs, with well-known DLs like ALC, SHIQ, SHOIQ, SROIQ. As bisimulation is the notion for characterizing indis-cernibility of objects in DLs, our method is natural and very promising.",110,0,based using model data vietnamese search optimization algorithm mobile routing problem system recognition learning approach 
1364,1598,Sentiment analysis and user similarity for social recommender system: An experimental study,"Social recommender system has become an emerging research topic due to the prevalence of online social networking services during the past few years. A social recommender model can be considered the combination of a recommender model and a social information model. Many approaches have been proposed to exploit the social interaction or connections among users to overcome the defect of traditional recommender systems assuming that all the users are independent and identically distributed. In this paper, we propose a social recommender system using memory based collaborative filtering models with user-oriented methods as basic models, in which we conduct an analysis on the correlations between social relations and user interest similarities. We also combine techniques of sentiment analysis to get dataset of users with their favorite products; this dataset is the input for the social …",110,10,based using model vietnamese data search optimization algorithm system mobile problem routing recognition learning approach 
1365,1599,An experimental study of vietnamese question answering system,"The development of world wide web calls for how to efficiently exploit the information. Mostly, current search engines return a set of related documents which contain keywords. However, users expect the exact and concrete answer for each question. Therefore, it is necessary to build an automatic question answering system (QA). In this paper, we focus on building a QA for Vietnamese. This task especially becomes more and more difficult because of the lack of available tools for processing Vietnamese text. Based on previous research for English, this paper proposed an implementation for Vietnamese question answering system by combining SnowBall system and semantic relation extraction using search engines. The experimental results on travelling domain proved that this proposed method is sufficient for Vietnamese question answering system. We achieved 89.7% precision and 91.4% ability to give the …",110,13,based using model data vietnamese search optimization algorithm problem recognition routing system mobile approach learning 
1366,1600,Measuring the influence of bloggers in their community based on the H-index family,"Nowadays, people in social networks can have impact on the actual society, e.g. a post on a person’s space can lead to real actions of other people in many areas of life. This is called social influence and the task of evaluating the influence is called social influence analysis which can be exploited in many fields, such as typical marketing (object oriented advertising), recommender systems, social network analysis, event detection, expert finding, link prediction, ranking, etc. The h-index, proposed by Hirsch in 2005, is now a widely used index for measuring both the productivity and impact of the published work of a scientist or scholar. This paper proposes to use h-index to measure the blogger influence in a social community. We also propose to enhance information for h-index (as well as its variants) calculation, and our experimental results are very promising.",110,12,based using model search data vietnamese optimization recognition approach mobile problem path routing learning system 
1367,1601,A richer-but-smarter shortest dependency path with attentive augmentation for relation extraction,"To extract the relationship between two entities in a sentence, two common approaches are (1) using their shortest dependency path (SDP) and (2) using an attention model to capture a context-based representation of the sentence. Each approach suffers from its own disadvantage of either missing or redundant information. In this work, we propose a novel model that combines the advantages of these two approaches. This is based on the basic information in the SDP enhanced with information selected by several attention mechanisms with kernel filters, namely RbSP (Richer-but- Smarter SDP). To exploit the representation behind the RbSP structure effectively, we develop a combined deep neural model with a LSTM network on word sequences and a CNN on RbSP. Experimental results on the SemEval-2010 dataset demonstrate improved performance over competitive baselines. The data and source code are available at https: //github.com/catcd/RbSP.",110,3,based using model data vietnamese search optimization mobile algorithm problem system recognition routing approach path 
1368,1602,A trace clustering solution based on using the distance graph model,"Process discovery is the most important task in the process mining. Because of the complexity of event logs (i.e. activities of several different processes are written into the same log), the discovered process models may be diffuse and unintelligible. That is why the input event logs should be clustered into simpler event sub-logs. This work provides a trace clustering solution based on the idea of using the distance graph model for trace representation. Experimental results proved the effect of the proposed solution on two measures of Fitness and Precision, especially the effect on the Precision measure.",110,14,based using model data vietnamese search algorithm recognition optimization routing mobile system problem networks learning 
1369,1603,Concept learning for description logic-based information systems,"The work [1] by Nguyen and Szalas is a pioneering one that uses bisimulation for machine learning in the context of description logics. In this paper we generalize and extend their concept learning method [1] for description logic-based information systems. We take attributes as basic elements of the language. Each attribute may be discrete or numeric. A Boolean attribute is treated as a concept name. This approach is more general and much more suitable for practical information systems based on description logic than the one of [1]. As further extensions we allow also data roles and the concept constructors ""functionality"" and ""unquantified number restrictions"". We formulate and prove an important theorem on basic selectors. We also provide new examples to illustrate our approach.",110,4,based using model vietnamese data search algorithm optimization mobile recognition problem routing system learning approach 
1370,1604,Matching and ranking with hidden topics towards online contextual advertising,"In online contextual advertising, ad messages are displayed related to the content of the target Web page. It leads to the problem in information retrieval community: how to select the most relevant ad messages given the content of a page. To deal with this problem, we propose a framework that takes advantage of large scale external datasets. This framework provides a mechanism to discover the semantic relations between Web pages and ad messages by analyzing topics for them. This helps overcome the problem of mismatch due to unimportant words and the difference in vocabularies between Web pages and ad messages. The framework has been evaluated through a number of experiments. It shows a significant improvement in accuracy over word/lexicon-based matching and ranking methods.",110,12,based using model search data vietnamese optimization recognition approach mobile problem path routing learning system 
1371,1605,A maximum entropy model for text classification,"Text categorization or document classification is one of the major tasks in text data mining and information retrieval. With the explosive development of the Web, the automated and online classification of web document content becomes significant for searching, filtering, anti-spam activities, etc. and thus makes the Web more accessible to end users.",110,4,based using model vietnamese data search algorithm optimization mobile recognition problem routing system learning approach 
1372,1606,UFBoot2: improving the ultrafast bootstrap approximation,"The standard bootstrap (SBS), despite being computationally intensive, is widely used in maximum likelihood phylogenetic analyses. We recently proposed the ultrafast bootstrap approximation (UFBoot) to reduce computing time while achieving more unbiased branch supports than SBS under mild model violations. UFBoot has been steadily adopted as an efficient alternative to SBS and other bootstrap approaches. Here, we present UFBoot2, which substantially accelerates UFBoot and reduces the risk of overestimating branch supports due to polytomies or severe model violations. Additionally, UFBoot2 provides suitable bootstrap resampling strategies for phylogenomic data. UFBoot2 is 778 times (median) faster than SBS and 8.4 times (median) faster than RAxML rapid bootstrap on tested data sets. UFBoot2 is implemented in the IQ-TREE software package version 1.6 and freely available at http://www …",111,5,based using model vietnamese data search optimization mobile system recognition routing learning algorithm approach problem 
1373,1607,POY version 4: phylogenetic analysis using dynamic homologies,"We present POY version 4, an open source program for the phylogenetic analysis of morphological, prealigned sequence, unaligned sequence, and genomic data. POY allows phylogenetic inference when not only substitutions, but insertions, deletions, and rearrangement events are allowed (computed using the breakpoint or inversion distance). Compared with previous versions, POY 4 provides greater flexibility, a larger number of supported parameter sets, numerous execution time improvements, a vastly improved user interface, greater quality control, and extensive documentation. We introduce POY’s basic features, and present a simple example illustrating the performance improvements over previous versions of the application.",111,4,based using model vietnamese data search algorithm optimization mobile recognition problem routing system learning approach 
1374,1608,IQPNNI: moving fast through tree space and stopping in time,"An efficient tree reconstruction method (IQPNNI) is introduced to reconstruct a phylogenetic tree based on DNA or amino acid sequence data. Our approach combines various fast algorithms to generate a list of potential candidate trees. The key ingredient is the definition of so-called important quartets (IQs), which allow the computation of an intermediate tree in O(n2) time for n sequences. The resulting tree is then further optimized by applying the nearest neighbor interchange (NNI) operation. Subsequently a random fraction of the sequences is deleted from the best tree found so far. The deleted sequences are then re-inserted in the smaller tree using the important quartet puzzling (IQP) algorithm. These steps are repeated several times and the best tree, with respect to the likelihood criterion, is considered as the inferred phylogenetic tree. Moreover, we suggest a rule which indicates when to stop the search …",111,3,based using model data vietnamese search optimization mobile algorithm problem system recognition routing approach path 
1375,1609,pIQPNNI: parallel reconstruction of large maximum likelihood phylogenies, Summary: IQPNNI is a program to infer maximum-likelihood phylogenetic trees from DNA or protein data with a large number of sequences. We present an improved and MPI-parallel implementation showing very good scaling and speedup behavior.,111,3,based using model data vietnamese search optimization mobile algorithm problem system recognition routing approach path 
1376,1610,MPBoot: fast phylogenetic maximum parsimony tree inference and bootstrap approximation,"The nonparametric bootstrap is widely used to measure the branch support of phylogenetic trees. However, bootstrapping is computationally expensive and remains a bottleneck in phylogenetic analyses. Recently, an ultrafast bootstrap approximation (UFBoot) approach was proposed for maximum likelihood analyses. However, such an approach is still missing for maximum parsimony. To close this gap we present MPBoot, an adaptation and extension of UFBoot to compute branch supports under the maximum parsimony principle. MPBoot works for both uniform and non-uniform cost matrices. Our analyses on biological DNA and protein showed that under uniform cost matrices, MPBoot runs on average 4.7 (DNA) to 7 times (protein data) (range: 1.2–20.7) faster than the standard parsimony bootstrap implemented in PAUP*; but 1.6 (DNA) to 4.1 times (protein data) slower than the standard bootstrap with a fast search routine in TNT (fast-TNT). However, for non-uniform cost matrices MPBoot is 5 (DNA) to 13 times (protein data) (range:0.3–63.9) faster than fast-TNT. We note that MPBoot achieves better scores more frequently than PAUP* and fast-TNT. However, this effect is less pronounced if an intensive but slower search in TNT is invoked. Moreover, experiments on large-scale simulated data show that while both PAUP* and TNT bootstrap estimates are too conservative, MPBoot bootstrap estimates appear more unbiased. MPBoot provides an efficient alternative to the standard maximum parsimony bootstrap procedure. It shows favorable performance in terms of run time, the capability of finding a maximum parsimony tree, and high bootstrap …",111,12,based using model search data vietnamese optimization recognition approach mobile problem path routing learning system 
1377,1611,"FLU, an amino acid substitution model for influenza proteins","The amino acid substitution model is the core component of many protein analysis systems such as sequence similarity search, sequence alignment, and phylogenetic inference. Although several general amino acid substitution models have been estimated from large and diverse protein databases, they remain inappropriate for analyzing specific species, e.g., viruses. Emerging epidemics of influenza viruses raise the need for comprehensive studies of these dangerous viruses. We propose an influenza-specific amino acid substitution model to enhance the understanding of the evolution of influenza viruses. A maximum likelihood approach was applied to estimate an amino acid substitution model (FLU) from ~113, 000 influenza protein sequences, consisting of ~20 million residues. FLU outperforms 14 widely used models in constructing maximum likelihood phylogenetic trees for the majority of influenza protein alignments. On average, FLU gains ~42 log likelihood points with an alignment of 300 sites. Moreover, topologies of trees constructed using FLU and other models are frequently different. FLU does indeed have an impact on likelihood improvement as well as tree topologies. It was implemented in PhyML and can be downloaded from                    ftp://ftp.sanger.ac.uk/pub/1000genomes/lsq/FLU                                     or included in PhyML 3.0 server at                    http://www.atgc-montpellier.fr/phyml/                                    . FLU should be useful for any influenza protein analysis system which requires an accurate description of amino acid substitutions.",111,11,based using model data vietnamese search optimization problem mobile routing recognition system algorithm approach multiple 
1378,1612,A Vietnamese human genetic variation database,"Large scale human genome projects have created tremendous human genome databases for some well‐studied populations. Vietnam has about 95 million people (the 14th largest country by population in the world) of which more than 86% are Kinh people. To date, genetic studies for Vietnamese people mostly rely on genetic information from other populations. Building a Vietnamese human genetic variation database is a must for properly interpreting Vietnamese genetic variants. To this end, we sequenced 105 whole genomes and 200 whole exomes of 305 unrelated Kinh Vietnamese (KHV) people. We also included 101 other previously published KHV genomes to build a Vietnamese human genetic variation database of 406 KHV people. The KHV database contains 24.81 million variants (22.47 million single nucleotide polymorphisms (SNPs) and 2.34 million indels) of which 0.71 million variants are novel. It …",111,10,based using model vietnamese data search optimization algorithm system mobile problem routing recognition learning approach 
1379,1613,Mechanisms of sex determination and transmission ratio distortion in Aedes aegypti,"More effective mosquito control strategies are urgently required due to the increasing prevalence of insecticide resistance. The sterile insect technique (SIT) and the release of insects carrying a dominant lethal allele (RIDL) are two proposed methods for environmentally-friendly, species-targeted population control. These methods may be more suitable for developing countries if producers reduce the cost of rearing insects. The cost of control programs could be reduced by producing all-male mosquito populations to circumvent the isolation of females before release without reducing male mating competitiveness caused by transgenes. An RNAi construct targeting the RNA recognition motif of the Aedes aegypti transformer-2 (tra-2) gene does not trigger female-to-male sex conversion as commonly observed among dipterous insects. Instead, homozygous insects show greater mortality among m-chromosome-bearing sperm and mm zygotes, yielding up to 100 % males in the subsequent generations. The performance of transgenic males was not significantly different to wild-type males in narrow-cage competitive mating experiments. Our data provide preliminary evidence that the knockdown of Ae. aegypti tra-2 gene expression causes segregation distortion acting at the level of gametic function, which is reinforced by sex-specific zygotic lethality. This finding could promote the development of new synthetic sex distorter systems for the production of genetic sexing mosquito strains.",111,6,using based search vietnamese model mobile data optimization system approach recognition knowledge problem networks method 
1380,1614,Shortest triplet clustering: reconstructing large phylogenies using representative sets,"Understanding the evolutionary relationships among species based on their genetic information is one of the primary objectives in phylogenetic analysis. Reconstructing phylogenies for large data sets is still a challenging task in Bioinformatics. We propose a new distance-based clustering method, the shortest triplet clustering algorithm (STC), to reconstruct phylogenies. The main idea is the introduction of a natural definition of so-called k-representative sets. Based on k-representative sets, shortest triplets are reconstructed and serve as building blocks for the STC algorithm to agglomerate sequences for tree reconstruction in O(n2) time for n sequences. Simulations show that STC gives better topological accuracy than other tested methods that also build a first starting tree. STC appears as a very good method to start the tree reconstruction. However, all tested methods give similar results if balanced nearest …",111,4,based using model vietnamese data search algorithm optimization mobile recognition problem routing system learning approach 
1381,1615,Improved mitochondrial amino acid substitution models for metazoan evolutionary studies,"Amino acid substitution models play an essential role in inferring phylogenies from mitochondrial protein data. However, only few empirical models have been estimated from restricted mitochondrial protein data of a hundred species. The existing models are unlikely to represent appropriately the amino acid substitutions from hundred thousands metazoan mitochondrial protein sequences. We selected 125,935 mitochondrial protein sequences from 34,448 species in the metazoan kingdom to estimate new amino acid substitution models targeting metazoa, vertebrates and invertebrate groups. The new models help to find significantly better likelihood phylogenies in comparison with the existing models. We noted remarkable distances from phylogenies with the existing models to the maximum likelihood phylogenies that indicate a considerable number of incorrect bipartitions in phylogenies with the existing models …",111,3,based using model data vietnamese search optimization mobile algorithm problem system recognition routing approach path 
1382,1616,Large maximum likelihood trees,"We introduce the underlying principles of phylogenetic reconstruction, avoiding all technicalities. Since phylogenetic reconstruction based on DNA-sequence data is a computational expensive undertaking, efficient algorithms are required to suggest reasonable solutions with respect to an objective function. However, even efficient programs like IQPNNI cannot cope in reasonable time with extremely large data sets. Thus, we summarize our results on implementing a hybird parallelization scheme for IQPNNI.",111,5,based using model vietnamese data search optimization mobile system recognition routing learning algorithm approach problem 
1383,1617,ReplacementMatrix: a web server for maximum-likelihood estimation of amino acid replacement rate matrices," Summary: Amino acid replacement rate matrices are an essential basis of protein studies (e.g. in phylogenetics and alignment). A number of general purpose matrices have been proposed (e.g. JTT, WAG, LG) since the seminal work of Margaret Dayhoff and co-workers. However, it has been shown that matrices specific to certain protein groups (e.g. mitochondrial) or life domains (e.g. viruses) differ significantly from general average matrices, and thus perform better when applied to the data to which they are dedicated. This Web server implements the maximum-likelihood estimation procedure that was used to estimate LG, and provides a number of tools and facilities. Users upload a set of multiple protein alignments from their domain of interest and receive the resulting matrix by email, along with statistics and comparisons with other matrices. A non-parametric bootstrap is performed optionally to assess …",111,5,based using model vietnamese data search optimization mobile system recognition routing learning algorithm approach problem 
1384,1618,A mutation in GABRB3 associated with Dravet syndrome,"Dravet syndrome is a rare and severe type of epilepsy in infants. Approximately, 70–80% of patients with Dravet syndrome have mutations in SCN1A, the gene encoding the alpha‐1 subunit of the sodium channel, while some simplex patients have variants in one of several other genes, including but not limited to GABRA1, SCN2A, STXBP1, GABRG2, and SCN1B. In this study, we performed exome sequencing in six patients with SCN1A‐negative Dravet syndrome to identify other genes related to this disorder. In one affected individual, we detected a novel de novo heterozygous missense variant, c.695G>A, p.(Arg232Gln), in GABRB3, the gene encoding the β3‐subunit of the gamma‐aminobutyric acid type A (GABAA) receptor, which mediates inhibitory signaling within the central nervous system. In summary, the data in this study identify GABRB3 as a candidate gene for Dravet syndrome.",111,6,using based search vietnamese model mobile data optimization system approach recognition knowledge problem networks method 
1385,1619,Loss of matKRNA editing in seed plant chloroplasts,"RNA editing in chloroplasts of angiosperms proceeds by C-to-U conversions at specific sites. Nuclear-encoded factors are required for the recognition of cis-elements located immediately upstream of editing sites. The ensemble of editing sites in a chloroplast genome differs widely between species, and editing sites are thought to evolve rapidly. However, large-scale analyses of the evolution of individual editing sites have not yet been undertaken. Here, we analyzed the evolution of two chloroplast editing sites, matK-2 and matK-3, for which DNA sequences from thousands of angiosperm species are available. Both sites are found in most major taxa, including deep-branching families such as the nymphaeaceae. However, 36 isolated taxa scattered across the entire tree lack a C at one of the two matK editing sites. Tests of several exemplary species from this in silico analysis of matK processing unexpectedly …",111,6,using based search vietnamese model mobile data optimization system approach recognition knowledge problem networks method 
1386,1620,PhyNav: A novel approach to reconstruct large phylogenies,"A novel method, PhyNav, is introduced to reconstruct the evolutionary relationship among contemporary species based on their genetic data. The key idea is the definition of the so-called minimal κ-distance subset which contains most of the relevant phylogenetic information from the whole dataset. For this reduced subset the subtree is created faster and serves as a scaffold to construct the full tree. Because many minimal subsets exist the procedure is repeated several times and the best tree with respect to some optimality criterion is considered as the inferred phylogenetic tree. PhyNav gives encouraging results compared to other programs on both simulated and real datasets. A program to reconstruct phylogenetic trees based on DNA or amino acid based is available (http://www. bi. uni-duesseldorf. de/software/phynav/).",111,2,based using model data vietnamese search algorithm optimization mobile problem routing recognition system approach learning 
